# 2D Histogram Bin Extraction 
#                   
# histogram parameters:  
# ybins      = 16   | ylabel: Missing Momentum, P_{m} [GeV/c] 
# xbins      = 19   | xlabel: #theta_{rq} [deg] 
# ybin width = 0.100 
# xbin width = 10.000 
#                   
# header definitions:
# ib:         (x,y)  bin number 
# xb:         x-axis bin number 
# yb:         y-axis bin number 
# x0:         x-axis central bin value 
# xlow:       x-axis low-edge bin value 
# xup:        x-axis up-edge bin value 
# y0:         y-axis central bin value 
# ylow:       y-axis low-edge bin value 
# yup:        y-axis up-edge bin value 
# zcont:      bin content (z-axis) 
# zcont_err:  bin content error (z-axis) 
#                                        
ib, xb, yb,  x0,  xlow,  xup,  y0,  ylow,  yup,  zcont,  zcont_err,  
22, 1, 1, 5.0, 0.0, 10.0, 0.1, 0.0, 0.1, 0.000E+00, 0.000E+00 
23, 2, 1, 15.0, 10.0, 20.0, 0.1, 0.0, 0.1, 0.000E+00, 0.000E+00 
24, 3, 1, 25.0, 20.0, 30.0, 0.1, 0.0, 0.1, 0.000E+00, 0.000E+00 
25, 4, 1, 35.0, 30.0, 40.0, 0.1, 0.0, 0.1, 0.000E+00, 0.000E+00 
26, 5, 1, 45.0, 40.0, 50.0, 0.1, 0.0, 0.1, 0.000E+00, 0.000E+00 
27, 6, 1, 55.0, 50.0, 60.0, 0.1, 0.0, 0.1, 0.000E+00, 0.000E+00 
28, 7, 1, 65.0, 60.0, 70.0, 0.1, 0.0, 0.1, 0.000E+00, 0.000E+00 
29, 8, 1, 75.0, 70.0, 80.0, 0.1, 0.0, 0.1, 0.000E+00, 0.000E+00 
30, 9, 1, 85.0, 80.0, 90.0, 0.1, 0.0, 0.1, 0.000E+00, 0.000E+00 
31, 10, 1, 95.0, 90.0, 100.0, 0.1, 0.0, 0.1, 0.000E+00, 0.000E+00 
32, 11, 1, 105.0, 100.0, 110.0, 0.1, 0.0, 0.1, 0.000E+00, 0.000E+00 
33, 12, 1, 115.0, 110.0, 120.0, 0.1, 0.0, 0.1, 0.000E+00, 0.000E+00 
34, 13, 1, 125.0, 120.0, 130.0, 0.1, 0.0, 0.1, 0.000E+00, 0.000E+00 
35, 14, 1, 135.0, 130.0, 140.0, 0.1, 0.0, 0.1, 0.000E+00, 0.000E+00 
36, 15, 1, 145.0, 140.0, 150.0, 0.1, 0.0, 0.1, 0.000E+00, 0.000E+00 
37, 16, 1, 155.0, 150.0, 160.0, 0.1, 0.0, 0.1, 0.000E+00, 0.000E+00 
38, 17, 1, 165.0, 160.0, 170.0, 0.1, 0.0, 0.1, 0.000E+00, 0.000E+00 
39, 18, 1, 175.0, 170.0, 180.0, 0.1, 0.0, 0.1, 0.000E+00, 0.000E+00 
40, 19, 1, 185.0, 180.0, 190.0, 0.1, 0.0, 0.1, 0.000E+00, 0.000E+00 
43, 1, 2, 5.0, 0.0, 10.0, 0.2, 0.1, 0.2, 0.000E+00, 0.000E+00 
44, 2, 2, 15.0, 10.0, 20.0, 0.2, 0.1, 0.2, 4.286E-02, 4.286E-02 
45, 3, 2, 25.0, 20.0, 30.0, 0.2, 0.1, 0.2, 2.046E-01, 1.073E-01 
46, 4, 2, 35.0, 30.0, 40.0, 0.2, 0.1, 0.2, 5.206E-02, 5.206E-02 
47, 5, 2, 45.0, 40.0, 50.0, 0.2, 0.1, 0.2, 8.123E-02, 5.840E-02 
48, 6, 2, 55.0, 50.0, 60.0, 0.2, 0.1, 0.2, 4.601E-02, 4.601E-02 
49, 7, 2, 65.0, 60.0, 70.0, 0.2, 0.1, 0.2, 0.000E+00, 0.000E+00 
50, 8, 2, 75.0, 70.0, 80.0, 0.2, 0.1, 0.2, 0.000E+00, 0.000E+00 
51, 9, 2, 85.0, 80.0, 90.0, 0.2, 0.1, 0.2, 0.000E+00, 0.000E+00 
52, 10, 2, 95.0, 90.0, 100.0, 0.2, 0.1, 0.2, 0.000E+00, 0.000E+00 
53, 11, 2, 105.0, 100.0, 110.0, 0.2, 0.1, 0.2, 0.000E+00, 0.000E+00 
54, 12, 2, 115.0, 110.0, 120.0, 0.2, 0.1, 0.2, 0.000E+00, 0.000E+00 
55, 13, 2, 125.0, 120.0, 130.0, 0.2, 0.1, 0.2, 0.000E+00, 0.000E+00 
56, 14, 2, 135.0, 130.0, 140.0, 0.2, 0.1, 0.2, 0.000E+00, 0.000E+00 
57, 15, 2, 145.0, 140.0, 150.0, 0.2, 0.1, 0.2, 0.000E+00, 0.000E+00 
58, 16, 2, 155.0, 150.0, 160.0, 0.2, 0.1, 0.2, 0.000E+00, 0.000E+00 
59, 17, 2, 165.0, 160.0, 170.0, 0.2, 0.1, 0.2, 0.000E+00, 0.000E+00 
60, 18, 2, 175.0, 170.0, 180.0, 0.2, 0.1, 0.2, 0.000E+00, 0.000E+00 
61, 19, 2, 185.0, 180.0, 190.0, 0.2, 0.1, 0.2, 0.000E+00, 0.000E+00 
64, 1, 3, 5.0, 0.0, 10.0, 0.2, 0.2, 0.3, 4.373E-02, 1.618E-02 
65, 2, 3, 15.0, 10.0, 20.0, 0.2, 0.2, 0.3, 2.850E-01, 6.229E-02 
66, 3, 3, 25.0, 20.0, 30.0, 0.2, 0.2, 0.3, 8.219E-01, 1.309E-01 
67, 4, 3, 35.0, 30.0, 40.0, 0.2, 0.2, 0.3, 1.040E+00, 2.066E-01 
68, 5, 3, 45.0, 40.0, 50.0, 0.2, 0.2, 0.3, 1.395E+00, 1.664E-01 
69, 6, 3, 55.0, 50.0, 60.0, 0.2, 0.2, 0.3, 9.615E-01, 1.233E-01 
70, 7, 3, 65.0, 60.0, 70.0, 0.2, 0.2, 0.3, 7.098E-01, 1.303E-01 
71, 8, 3, 75.0, 70.0, 80.0, 0.2, 0.2, 0.3, 2.732E-01, 9.921E-02 
72, 9, 3, 85.0, 80.0, 90.0, 0.2, 0.2, 0.3, 2.769E-02, 1.976E-02 
73, 10, 3, 95.0, 90.0, 100.0, 0.2, 0.2, 0.3, 0.000E+00, 0.000E+00 
74, 11, 3, 105.0, 100.0, 110.0, 0.2, 0.2, 0.3, 0.000E+00, 0.000E+00 
75, 12, 3, 115.0, 110.0, 120.0, 0.2, 0.2, 0.3, 0.000E+00, 0.000E+00 
76, 13, 3, 125.0, 120.0, 130.0, 0.2, 0.2, 0.3, 0.000E+00, 0.000E+00 
77, 14, 3, 135.0, 130.0, 140.0, 0.2, 0.2, 0.3, 0.000E+00, 0.000E+00 
78, 15, 3, 145.0, 140.0, 150.0, 0.2, 0.2, 0.3, 0.000E+00, 0.000E+00 
79, 16, 3, 155.0, 150.0, 160.0, 0.2, 0.2, 0.3, 0.000E+00, 0.000E+00 
80, 17, 3, 165.0, 160.0, 170.0, 0.2, 0.2, 0.3, 0.000E+00, 0.000E+00 
81, 18, 3, 175.0, 170.0, 180.0, 0.2, 0.2, 0.3, 0.000E+00, 0.000E+00 
82, 19, 3, 185.0, 180.0, 190.0, 0.2, 0.2, 0.3, 0.000E+00, 0.000E+00 
85, 1, 4, 5.0, 0.0, 10.0, 0.4, 0.3, 0.4, 7.246E-02, 1.118E-02 
86, 2, 4, 15.0, 10.0, 20.0, 0.4, 0.3, 0.4, 3.424E-01, 2.862E-02 
87, 3, 4, 25.0, 20.0, 30.0, 0.4, 0.3, 0.4, 7.436E-01, 4.292E-02 
88, 4, 4, 35.0, 30.0, 40.0, 0.4, 0.3, 0.4, 1.163E+00, 5.811E-02 
89, 5, 4, 45.0, 40.0, 50.0, 0.4, 0.3, 0.4, 1.733E+00, 7.588E-02 
90, 6, 4, 55.0, 50.0, 60.0, 0.4, 0.3, 0.4, 1.838E+00, 8.932E-02 
91, 7, 4, 65.0, 60.0, 70.0, 0.4, 0.3, 0.4, 1.721E+00, 9.942E-02 
92, 8, 4, 75.0, 70.0, 80.0, 0.4, 0.3, 0.4, 8.731E-01, 7.138E-02 
93, 9, 4, 85.0, 80.0, 90.0, 0.4, 0.3, 0.4, 1.572E-01, 3.286E-02 
94, 10, 4, 95.0, 90.0, 100.0, 0.4, 0.3, 0.4, 0.000E+00, 0.000E+00 
95, 11, 4, 105.0, 100.0, 110.0, 0.4, 0.3, 0.4, 0.000E+00, 0.000E+00 
96, 12, 4, 115.0, 110.0, 120.0, 0.4, 0.3, 0.4, 0.000E+00, 0.000E+00 
97, 13, 4, 125.0, 120.0, 130.0, 0.4, 0.3, 0.4, 0.000E+00, 0.000E+00 
98, 14, 4, 135.0, 130.0, 140.0, 0.4, 0.3, 0.4, 0.000E+00, 0.000E+00 
99, 15, 4, 145.0, 140.0, 150.0, 0.4, 0.3, 0.4, 0.000E+00, 0.000E+00 
100, 16, 4, 155.0, 150.0, 160.0, 0.4, 0.3, 0.4, 0.000E+00, 0.000E+00 
101, 17, 4, 165.0, 160.0, 170.0, 0.4, 0.3, 0.4, 0.000E+00, 0.000E+00 
102, 18, 4, 175.0, 170.0, 180.0, 0.4, 0.3, 0.4, 0.000E+00, 0.000E+00 
103, 19, 4, 185.0, 180.0, 190.0, 0.4, 0.3, 0.4, 0.000E+00, 0.000E+00 
106, 1, 5, 5.0, 0.0, 10.0, 0.5, 0.4, 0.5, 6.350E-02, 5.974E-03 
107, 2, 5, 15.0, 10.0, 20.0, 0.5, 0.4, 0.5, 2.290E-01, 1.177E-02 
108, 3, 5, 25.0, 20.0, 30.0, 0.5, 0.4, 0.5, 4.711E-01, 1.747E-02 
109, 4, 5, 35.0, 30.0, 40.0, 0.5, 0.4, 0.5, 8.775E-01, 2.570E-02 
110, 5, 5, 45.0, 40.0, 50.0, 0.5, 0.4, 0.5, 1.405E+00, 3.629E-02 
111, 6, 5, 55.0, 50.0, 60.0, 0.5, 0.4, 0.5, 1.913E+00, 4.723E-02 
112, 7, 5, 65.0, 60.0, 70.0, 0.5, 0.4, 0.5, 1.997E+00, 5.700E-02 
113, 8, 5, 75.0, 70.0, 80.0, 0.5, 0.4, 0.5, 1.552E+00, 6.167E-02 
114, 9, 5, 85.0, 80.0, 90.0, 0.5, 0.4, 0.5, 3.838E-01, 3.526E-02 
115, 10, 5, 95.0, 90.0, 100.0, 0.5, 0.4, 0.5, 5.681E-03, 5.681E-03 
116, 11, 5, 105.0, 100.0, 110.0, 0.5, 0.4, 0.5, 0.000E+00, 0.000E+00 
117, 12, 5, 115.0, 110.0, 120.0, 0.5, 0.4, 0.5, 0.000E+00, 0.000E+00 
118, 13, 5, 125.0, 120.0, 130.0, 0.5, 0.4, 0.5, 0.000E+00, 0.000E+00 
119, 14, 5, 135.0, 130.0, 140.0, 0.5, 0.4, 0.5, 0.000E+00, 0.000E+00 
120, 15, 5, 145.0, 140.0, 150.0, 0.5, 0.4, 0.5, 0.000E+00, 0.000E+00 
121, 16, 5, 155.0, 150.0, 160.0, 0.5, 0.4, 0.5, 0.000E+00, 0.000E+00 
122, 17, 5, 165.0, 160.0, 170.0, 0.5, 0.4, 0.5, 0.000E+00, 0.000E+00 
123, 18, 5, 175.0, 170.0, 180.0, 0.5, 0.4, 0.5, 0.000E+00, 0.000E+00 
124, 19, 5, 185.0, 180.0, 190.0, 0.5, 0.4, 0.5, 0.000E+00, 0.000E+00 
127, 1, 6, 5.0, 0.0, 10.0, 0.6, 0.5, 0.6, 2.035E-02, 2.277E-03 
128, 2, 6, 15.0, 10.0, 20.0, 0.6, 0.5, 0.6, 7.818E-02, 4.452E-03 
129, 3, 6, 25.0, 20.0, 30.0, 0.6, 0.5, 0.6, 2.181E-01, 7.736E-03 
130, 4, 6, 35.0, 30.0, 40.0, 0.6, 0.5, 0.6, 5.011E-01, 1.249E-02 
131, 5, 6, 45.0, 40.0, 50.0, 0.6, 0.5, 0.6, 9.772E-01, 1.927E-02 
132, 6, 6, 55.0, 50.0, 60.0, 0.6, 0.5, 0.6, 1.639E+00, 2.881E-02 
133, 7, 6, 65.0, 60.0, 70.0, 0.6, 0.5, 0.6, 2.076E+00, 3.996E-02 
134, 8, 6, 75.0, 70.0, 80.0, 0.6, 0.5, 0.6, 1.903E+00, 4.907E-02 
135, 9, 6, 85.0, 80.0, 90.0, 0.6, 0.5, 0.6, 5.759E-01, 3.444E-02 
136, 10, 6, 95.0, 90.0, 100.0, 0.6, 0.5, 0.6, 4.208E-03, 4.208E-03 
137, 11, 6, 105.0, 100.0, 110.0, 0.6, 0.5, 0.6, 0.000E+00, 0.000E+00 
138, 12, 6, 115.0, 110.0, 120.0, 0.6, 0.5, 0.6, 0.000E+00, 0.000E+00 
139, 13, 6, 125.0, 120.0, 130.0, 0.6, 0.5, 0.6, 0.000E+00, 0.000E+00 
140, 14, 6, 135.0, 130.0, 140.0, 0.6, 0.5, 0.6, 0.000E+00, 0.000E+00 
141, 15, 6, 145.0, 140.0, 150.0, 0.6, 0.5, 0.6, 0.000E+00, 0.000E+00 
142, 16, 6, 155.0, 150.0, 160.0, 0.6, 0.5, 0.6, 0.000E+00, 0.000E+00 
143, 17, 6, 165.0, 160.0, 170.0, 0.6, 0.5, 0.6, 0.000E+00, 0.000E+00 
144, 18, 6, 175.0, 170.0, 180.0, 0.6, 0.5, 0.6, 0.000E+00, 0.000E+00 
145, 19, 6, 185.0, 180.0, 190.0, 0.6, 0.5, 0.6, 0.000E+00, 0.000E+00 
148, 1, 7, 5.0, 0.0, 10.0, 0.7, 0.6, 0.7, 9.363E-04, 3.587E-04 
149, 2, 7, 15.0, 10.0, 20.0, 0.7, 0.6, 0.7, 9.122E-03, 1.117E-03 
150, 3, 7, 25.0, 20.0, 30.0, 0.7, 0.6, 0.7, 6.202E-02, 2.926E-03 
151, 4, 7, 35.0, 30.0, 40.0, 0.7, 0.6, 0.7, 2.067E-01, 5.521E-03 
152, 5, 7, 45.0, 40.0, 50.0, 0.7, 0.6, 0.7, 5.692E-01, 1.017E-02 
153, 6, 7, 55.0, 50.0, 60.0, 0.7, 0.6, 0.7, 1.198E+00, 1.745E-02 
154, 7, 7, 65.0, 60.0, 70.0, 0.7, 0.6, 0.7, 1.836E+00, 2.762E-02 
155, 8, 7, 75.0, 70.0, 80.0, 0.7, 0.6, 0.7, 1.748E+00, 3.629E-02 
156, 9, 7, 85.0, 80.0, 90.0, 0.7, 0.6, 0.7, 3.965E-01, 2.255E-02 
157, 10, 7, 95.0, 90.0, 100.0, 0.7, 0.6, 0.7, 0.000E+00, 0.000E+00 
158, 11, 7, 105.0, 100.0, 110.0, 0.7, 0.6, 0.7, 0.000E+00, 0.000E+00 
159, 12, 7, 115.0, 110.0, 120.0, 0.7, 0.6, 0.7, 0.000E+00, 0.000E+00 
160, 13, 7, 125.0, 120.0, 130.0, 0.7, 0.6, 0.7, 0.000E+00, 0.000E+00 
161, 14, 7, 135.0, 130.0, 140.0, 0.7, 0.6, 0.7, 0.000E+00, 0.000E+00 
162, 15, 7, 145.0, 140.0, 150.0, 0.7, 0.6, 0.7, 0.000E+00, 0.000E+00 
163, 16, 7, 155.0, 150.0, 160.0, 0.7, 0.6, 0.7, 0.000E+00, 0.000E+00 
164, 17, 7, 165.0, 160.0, 170.0, 0.7, 0.6, 0.7, 0.000E+00, 0.000E+00 
165, 18, 7, 175.0, 170.0, 180.0, 0.7, 0.6, 0.7, 0.000E+00, 0.000E+00 
166, 19, 7, 185.0, 180.0, 190.0, 0.7, 0.6, 0.7, 0.000E+00, 0.000E+00 
169, 1, 8, 5.0, 0.0, 10.0, 0.8, 0.7, 0.8, 0.000E+00, 0.000E+00 
170, 2, 8, 15.0, 10.0, 20.0, 0.8, 0.7, 0.8, 1.576E-04, 1.135E-04 
171, 3, 8, 25.0, 20.0, 30.0, 0.8, 0.7, 0.8, 8.081E-03, 7.458E-04 
172, 4, 8, 35.0, 30.0, 40.0, 0.8, 0.7, 0.8, 6.421E-02, 2.155E-03 
173, 5, 8, 45.0, 40.0, 50.0, 0.8, 0.7, 0.8, 2.649E-01, 4.883E-03 
174, 6, 8, 55.0, 50.0, 60.0, 0.8, 0.7, 0.8, 7.645E-01, 9.844E-03 
175, 7, 8, 65.0, 60.0, 70.0, 0.8, 0.7, 0.8, 1.401E+00, 1.765E-02 
176, 8, 8, 75.0, 70.0, 80.0, 0.8, 0.7, 0.8, 1.501E+00, 2.625E-02 
177, 9, 8, 85.0, 80.0, 90.0, 0.8, 0.7, 0.8, 1.500E-01, 1.114E-02 
178, 10, 8, 95.0, 90.0, 100.0, 0.8, 0.7, 0.8, 0.000E+00, 0.000E+00 
179, 11, 8, 105.0, 100.0, 110.0, 0.8, 0.7, 0.8, 0.000E+00, 0.000E+00 
180, 12, 8, 115.0, 110.0, 120.0, 0.8, 0.7, 0.8, 0.000E+00, 0.000E+00 
181, 13, 8, 125.0, 120.0, 130.0, 0.8, 0.7, 0.8, 0.000E+00, 0.000E+00 
182, 14, 8, 135.0, 130.0, 140.0, 0.8, 0.7, 0.8, 0.000E+00, 0.000E+00 
183, 15, 8, 145.0, 140.0, 150.0, 0.8, 0.7, 0.8, 0.000E+00, 0.000E+00 
