# d(e,e'p)n Central Kinematics Summary
# Beam Energy (Ei) = 10.549 GeV
# 4-Momentum Transfer (Q2) = 2.90 - 4.50 GeV (step: 0.10) 
# x-Bjorken (xbj) = 1.00 - 2.10 (step: 0.10) 
# Missing Momentum (Pr) = 0.00 - 1.10 GeV (step: 0.10) 
# Hadron Out-of-Plane Angle (phi) = 0 deg 
# thp = thq + thpq, phi = 0 ?  (q-vector scatters at smaller  angles than proton scattering angle)# 
# # 
# Tensor Polarized Deuterium: d(e,e'p) kinematics :
# 
# Header Definitions: 
# Pr   : Central Missing Momentum [GeV/c] 
# xbj  : Bjorken x  
# kf   : e- final momentum [GeV/c] 
# th_e : e- scattering angle [deg] 
# Pf   : final proton momentum [GeV/c] 
# th_p : proton scattering angle [deg] 
# q    : 3-momentum transfer [GeV] 
# th_q : relative angle between q-vector and +z (lab)  [deg] 
# th_nq: relative angle between q-vector and recoil neutron [deg] 
# th_pq: relative angle between q-vector and knocked-out proton [deg] 
# Q2   : 4-Momentum Transfer [GeV^2]  
# 
#! Pr[f,0]/ 	  xbj[f,1]/ 	 kf[f,2]/ 	 th_e[f,3]/ 	 Pf[f,4]/ 	 th_p[f,5]/ 	 q[f,6]/ 	 th_q[f,7]/ 	 th_nq[f,8]/ 	 th_pq[f,9]/ 	 Q2[f,10]/
  0.1000 	 1.0000 	 9.0036 	 10.0245 	 2.2915 	 45.4508 	 2.2996 	 42.9630 	 84.0901 	 2.4879 	 2.9000
  0.1000 	 1.1000 	 9.1441 	 9.9470 	 2.1389 	 47.5966 	 2.2077 	 45.6820 	 45.6087 	 1.9145 	 2.9000
  0.1000 	 1.0000 	 8.9503 	 10.2267 	 2.3490 	 44.8169 	 2.3571 	 42.3897 	 84.1366 	 2.4272 	 3.0000
  0.1000 	 1.1000 	 9.0957 	 10.1444 	 2.1917 	 46.9710 	 2.2610 	 45.1161 	 45.1898 	 1.8550 	 3.0000
  0.1000 	 1.0000 	 8.8970 	 10.4274 	 2.4063 	 44.2024 	 2.4143 	 41.8328 	 84.1804 	 2.3695 	 3.1000
  0.1000 	 1.1000 	 9.0472 	 10.3402 	 2.2443 	 46.3641 	 2.3142 	 44.5655 	 44.7819 	 1.7986 	 3.1000
  0.1000 	 1.0000 	 8.8437 	 10.6267 	 2.4634 	 43.6061 	 2.4714 	 41.2914 	 84.2218 	 2.3147 	 3.2000
  0.1000 	 1.1000 	 8.9988 	 10.5345 	 2.2967 	 45.7748 	 2.3671 	 44.0296 	 44.3845 	 1.7452 	 3.2000
  0.1000 	 1.0000 	 8.7904 	 10.8247 	 2.5203 	 43.0270 	 2.5283 	 40.7645 	 84.2609 	 2.2626 	 3.3000
  0.1000 	 1.1000 	 8.9503 	 10.7273 	 2.3490 	 45.2021 	 2.4199 	 43.5075 	 43.9973 	 1.6946 	 3.3000
